Time [s], II
28.272,0.16992
28.28,0.16016
28.288,0.16016
28.296,0.15625
28.304,0.16016
28.312,0.16016
28.32,0.16016
28.328,0.16016
28.336,0.16992
28.344,0.21484
28.352,0.34961
28.36,0.46484
28.368,0.56055
28.376,0.35938
28.384,0.076172
28.392,0.15039
28.4,0.16992
28.408,0.16602
28.416,0.17969
28.424,0.17969
28.432,0.17969
28.44,0.20117
28.448,0.20117
28.456,0.20508
28.464,0.20508
28.472,0.20508
28.48,0.21094
28.488,0.2207
28.496,0.2207
28.504,0.23047
28.512,0.23438
28.52,0.24023
28.528,0.25
28.536,0.25586
28.544,0.25977
28.552,0.25586
28.56,0.27539
28.568,0.26953
28.576,0.26562
28.584,0.25977
28.592,0.25586
28.6,0.23047
28.608,0.21094
28.616,0.18555
28.624,0.16992
28.632,0.15039
28.64,0.14453
28.648,0.15625
28.656,0.16602
28.664,0.17969
28.672,0.20117
28.68,0.21094
28.688,0.2207
28.696,0.22461
28.704,0.23047
28.712,0.23047
28.72,0.22461
28.728,0.23047
28.736,0.23438
28.744,0.24609
28.752,0.23438
28.76,0.24609
28.768,0.24609
28.776,0.25
28.784,0.25
28.792,0.25586
28.8,0.25
28.808,0.29492
28.816,0.31055
28.824,0.31445
28.832,0.33984
28.84,0.38086
28.848,0.39062
28.856,0.37109
28.864,0.3457
28.872,0.30078
28.88,0.31055
28.888,0.29492
28.896,0.26562
28.904,0.22461
28.912,0.18945
28.92,0.18555
28.928,0.17969
28.936,0.17969
28.944,0.17578
28.952,0.16992
28.96,0.17578
28.968,0.16992
28.976,0.17578
28.984,0.17969
28.992,0.19531
29,0.25977
29.008,0.39453
29.016,0.51953
29.024,0.59961
29.032,0.32422
29.04,0.13086
29.048,0.20117
29.056,0.20508
29.064,0.17969
29.072,0.20117
29.08,0.19531
29.088,0.19531
29.096,0.19531
29.104,0.20117
29.112,0.20508
29.12,0.20508
29.128,0.21484
29.136,0.22461
29.144,0.23047
29.152,0.23047
29.16,0.23438
29.168,0.23438
29.176,0.25586
29.184,0.25586
29.192,0.25586
29.2,0.25977
29.208,0.26953
29.216,0.26562
29.224,0.26953
29.232,0.26562
29.24,0.25977
29.248,0.24023
29.256,0.22461
29.264,0.20508
29.272,0.18555
29.28,0.16602
29.288,0.15039
29.296,0.14062
29.304,0.14453
29.312,0.16016
29.32,0.18555
29.328,0.19531
29.336,0.21094
29.344,0.21484
29.352,0.2207
29.36,0.22461
29.368,0.22461
29.376,0.23047
29.384,0.23047
29.392,0.23438
29.4,0.24023
29.408,0.24609
29.416,0.25
29.424,0.25586
29.432,0.25
29.44,0.25586
29.448,0.25
29.456,0.25977
29.464,0.29492
29.472,0.32031
29.48,0.32031
29.488,0.3457
29.496,0.38086
29.504,0.39453
29.512,0.375
29.52,0.34961
29.528,0.30078
29.536,0.29492
29.544,0.32031
29.552,0.27539
29.56,0.23047
29.568,0.20508
29.576,0.19531
29.584,0.18555
29.592,0.18945
29.6,0.17969
29.608,0.17969
29.616,0.17969
29.624,0.17969
29.632,0.17969
29.64,0.18555
29.648,0.19531
29.656,0.25977
29.664,0.39062
29.672,0.48438
29.68,0.55469
29.688,0.33984
29.696,0.070312
29.704,0.14453
29.712,0.17969
29.72,0.19531
29.728,0.20508
29.736,0.20117
29.744,0.21484
29.752,0.21094
29.76,0.22461
29.768,0.2207
29.776,0.23047
29.784,0.23047
29.792,0.23438
29.8,0.24023
29.808,0.25586
29.816,0.25586
29.824,0.25977
29.832,0.26953
29.84,0.27539
29.848,0.2793
29.856,0.28516
29.864,0.29102
29.872,0.29492
29.88,0.29492
29.888,0.30078
29.896,0.29102
29.904,0.28516
29.912,0.26953
29.92,0.25586
29.928,0.23047
29.936,0.20508
29.944,0.18945
29.952,0.17969
29.96,0.18555
29.968,0.19531
29.976,0.20508
29.984,0.21484
29.992,0.23047
30,0.23047
30.008,0.24023
30.016,0.23438
30.024,0.24023
30.032,0.24023
30.04,0.24609
30.048,0.24023
30.056,0.25
30.064,0.25
30.072,0.24609
30.08,0.25
30.088,0.25586
30.096,0.25586
30.104,0.25586
30.112,0.25586
30.12,0.2793
30.128,0.31055
30.136,0.31445
30.144,0.33594
30.152,0.37109
30.16,0.39453
30.168,0.375
30.176,0.35938
30.184,0.31055
30.192,0.29492
30.2,0.31055
30.208,0.26953
30.216,0.22461
30.224,0.18945
30.232,0.17969
30.24,0.17969
30.248,0.16602
30.256,0.16602
30.264,0.16602
30.272,0.16992
30.28,0.16992
30.288,0.16992
30.296,0.16602
30.304,0.17578
30.312,0.21484
30.32,0.35547
30.328,0.45508
30.336,0.52539
30.344,0.37109
30.352,0.050781
30.36,0.044922
30.368,0.13477
30.376,0.16992
30.384,0.18555
30.392,0.18945
30.4,0.18555
30.408,0.20508
30.416,0.20508
30.424,0.20508
30.432,0.20508
30.44,0.2207
30.448,0.2207
30.456,0.23047
30.464,0.23047
30.472,0.24023
30.48,0.24609
30.488,0.25586
30.496,0.25977
30.504,0.25977
30.512,0.26953
30.52,0.27539
30.528,0.27539
30.536,0.2793
30.544,0.28516
30.552,0.27539
30.56,0.26562
30.568,0.25586
30.576,0.23047
30.584,0.21094
30.592,0.19531
30.6,0.16992
30.608,0.16016
30.616,0.16016
30.624,0.17578
30.632,0.17969
30.64,0.18945
30.648,0.19531
30.656,0.20508
30.664,0.21094
30.672,0.21094
30.68,0.21094
30.688,0.21094
30.696,0.21094
30.704,0.21484
30.712,0.2207
30.72,0.2207
30.728,0.22461
30.736,0.2207
30.744,0.22461
30.752,0.2207
30.76,0.2207
30.768,0.23047
30.776,0.23438
30.784,0.26953
30.792,0.29492
30.8,0.29492
30.808,0.32422
30.816,0.35938
30.824,0.37109
30.832,0.33984
30.84,0.32031
30.848,0.26562
30.856,0.2793
30.864,0.26562
30.872,0.23047
30.88,0.18555
30.888,0.16602
30.896,0.15625
30.904,0.15039
30.912,0.14062
30.92,0.14062
30.928,0.14062
30.936,0.14453
30.944,0.15039
30.952,0.15625
30.96,0.15625
30.968,0.16992
30.976,0.24023
30.984,0.38086
30.992,0.46094
31,0.5
31.008,0.22461
31.016,0.019531
31.024,0.11133
31.032,0.13477
31.04,0.16992
31.048,0.17969
31.056,0.17969
31.064,0.17969
31.072,0.18945
31.08,0.19531
31.088,0.20508
31.096,0.20508
31.104,0.21094
31.112,0.21484
31.12,0.2207
31.128,0.22461
31.136,0.23047
31.144,0.23047
31.152,0.24023
31.16,0.24609
31.168,0.24609
31.176,0.25586
31.184,0.26953
31.192,0.27539
31.2,0.27539
31.208,0.27539
31.216,0.26953
31.224,0.25586
31.232,0.24609
31.24,0.22461
31.248,0.20508
31.256,0.17969
31.264,0.16016
31.272,0.16016
31.28,0.16016
31.288,0.16992
31.296,0.17969
31.304,0.19531
31.312,0.20508
31.32,0.20508
31.328,0.20508
31.336,0.21094
31.344,0.21484
31.352,0.21094
31.36,0.21484
31.368,0.21484
31.376,0.2207
31.384,0.22461
31.392,0.23047
31.4,0.23047
31.408,0.23047
31.416,0.23047
31.424,0.23047
31.432,0.23438
31.44,0.25977
31.448,0.30078
31.456,0.30078
31.464,0.31055
31.472,0.34961
31.48,0.375
31.488,0.36523
31.496,0.33984
31.504,0.30469
31.512,0.27539
31.52,0.29102
31.528,0.25977
31.536,0.21094
31.544,0.17578
31.552,0.16016
31.56,0.15625
31.568,0.15039
31.576,0.15039
31.584,0.15039
31.592,0.15039
31.6,0.14453
31.608,0.15625
31.616,0.15625
31.624,0.16016
31.632,0.18555
31.64,0.30078
31.648,0.41602
31.656,0.49414
31.664,0.50586
31.672,0.099609
31.68,0.03125
31.688,0.13477
31.696,0.15625
31.704,0.17969
31.712,0.17578
31.72,0.16992
31.728,0.17969
31.736,0.18555
31.744,0.18555
31.752,0.19531
31.76,0.20508
31.768,0.20508
31.776,0.20508
31.784,0.21094
31.792,0.2207
31.8,0.2207
31.808,0.23047
31.816,0.23047
31.824,0.23438
31.832,0.24609
31.84,0.25
31.848,0.25
31.856,0.25586
31.864,0.25586
31.872,0.25586
31.88,0.25
31.888,0.23438
31.896,0.21094
31.904,0.19531
31.912,0.17578
31.92,0.15625
31.928,0.14453
31.936,0.14453
31.944,0.15625
31.952,0.16602
31.96,0.17969
31.968,0.18945
31.976,0.20117
31.984,0.20117
31.992,0.20508
32,0.20508
32.008,0.20508
32.016,0.20117
32.024,0.20508
32.032,0.21094
32.04,0.21094
32.048,0.21094
32.056,0.22461
32.064,0.21484
32.072,0.22461
32.08,0.2207
32.088,0.23047
32.096,0.24023
32.104,0.27539
32.112,0.28516
32.12,0.2793
32.128,0.33008
32.136,0.35547
32.144,0.35938
32.152,0.33008
32.16,0.29492
32.168,0.26953
32.176,0.28516
32.184,0.26562
32.192,0.22461
32.2,0.17969
32.208,0.16992
32.216,0.16016
32.224,0.15625
32.232,0.15625
32.24,0.16016
32.248,0.15039
32.256,0.15625
32.264,0.16016
32.272,0.16992
32.28,0.16602
32.288,0.19531
32.296,0.29102
32.304,0.42969
32.312,0.56055
32.32,0.58984
32.328,0.18945
32.336,0.11133
32.344,0.19531
32.352,0.16602
32.36,0.17969
32.368,0.17969
32.376,0.17969
32.384,0.17969
32.392,0.18555
32.4,0.19531
32.408,0.20508
32.416,0.20117
32.424,0.20508
32.432,0.20508
32.44,0.21484
32.448,0.2207
32.456,0.22461
32.464,0.22461
32.472,0.23438
32.48,0.25
32.488,0.25586
32.496,0.25586
32.504,0.26562
32.512,0.26953
32.52,0.26562
32.528,0.25586
32.536,0.24023
32.544,0.23047
32.552,0.21094
32.56,0.18555
32.568,0.16602
32.576,0.14453
32.584,0.13477
32.592,0.14062
32.6,0.15625
32.608,0.17578
32.616,0.18555
32.624,0.19531
32.632,0.20117
32.64,0.2207
32.648,0.2207
32.656,0.22461
32.664,0.2207
32.672,0.22461
32.68,0.23047
32.688,0.23438
32.696,0.23047
32.704,0.23438
32.712,0.23438
32.72,0.24609
32.728,0.24023
32.736,0.25
32.744,0.24609
32.752,0.24023
32.76,0.2793
32.768,0.30078
32.776,0.31055
32.784,0.33594
32.792,0.37109
32.8,0.38477
32.808,0.36523
32.816,0.33594
32.824,0.29102
32.832,0.30078
32.84,0.29492
32.848,0.25
32.856,0.21484
32.864,0.18945
32.872,0.17969
32.88,0.16992
32.888,0.17578
32.896,0.16602
32.904,0.16992
32.912,0.16992
32.92,0.16992
32.928,0.16992
32.936,0.17578
32.944,0.18945
32.952,0.26953
32.96,0.41016
32.968,0.55078
32.976,0.625
32.984,0.30469
32.992,0.13477
33,0.20508
33.008,0.21094
33.016,0.18945
33.024,0.18945
33.032,0.18555
33.04,0.18555
33.048,0.18945
33.056,0.19531
33.064,0.19531
33.072,0.20508
33.08,0.20508
33.088,0.21094
33.096,0.21484
33.104,0.22461
33.112,0.2207
33.12,0.23047
33.128,0.23047
33.136,0.24023
33.144,0.25
33.152,0.25586
33.16,0.25586
33.168,0.25977
33.176,0.26562
33.184,0.25977
33.192,0.25586
33.2,0.24609
33.208,0.22461
33.216,0.20117
33.224,0.17578
33.232,0.16016
33.24,0.14453
33.248,0.13477
33.256,0.15625
33.264,0.16602
33.272,0.18555
33.28,0.20117
33.288,0.21484
33.296,0.21484
33.304,0.23047
33.312,0.23047
33.32,0.23438
33.328,0.23047
33.336,0.23438
33.344,0.23438
33.352,0.24023
33.36,0.24609
33.368,0.24023
33.376,0.25586
33.384,0.25
33.392,0.25586
33.4,0.25586
33.408,0.25977
33.416,0.29492
33.424,0.32031
33.432,0.31445
33.44,0.33984
33.448,0.37109
33.456,0.39453
33.464,0.36523
33.472,0.3457
33.48,0.29492
33.488,0.29102
33.496,0.30078
33.504,0.25977
33.512,0.21094
33.52,0.18555
33.528,0.17969
33.536,0.17969
33.544,0.16602
33.552,0.16016
33.56,0.16016
33.568,0.16016
33.576,0.16602
33.584,0.16602
33.592,0.16992
33.6,0.16602
33.608,0.23047
33.616,0.36523
33.624,0.46484
33.632,0.53516
33.64,0.3457
33.648,0.044922
33.656,0.099609
33.664,0.15039
33.672,0.17578
33.68,0.18945
33.688,0.20508
33.696,0.20508
33.704,0.21094
33.712,0.21484
33.72,0.22461
33.728,0.22461
33.736,0.23047
33.744,0.23047
33.752,0.23047
33.76,0.23438
33.768,0.24023
33.776,0.24023
33.784,0.25586
33.792,0.25977
33.8,0.26562
33.808,0.27539
33.816,0.27539
33.824,0.29102
33.832,0.29102
33.84,0.28516
33.848,0.27539
33.856,0.27539
33.864,0.25586
33.872,0.24023
33.88,0.2207
33.888,0.20508
33.896,0.17969
33.904,0.16992
33.912,0.16992
33.92,0.17969
33.928,0.18945
33.936,0.20508
33.944,0.21094
33.952,0.2207
33.96,0.22461
33.968,0.2207
33.976,0.2207
33.984,0.2207
33.992,0.22461
34,0.2207
34.008,0.22461
34.016,0.23047
34.024,0.23047
34.032,0.22461
34.04,0.23047
34.048,0.23047
34.056,0.23047
34.064,0.23438
34.072,0.25
34.08,0.29102
34.088,0.30469
34.096,0.30469
34.104,0.33984
34.112,0.37109
34.12,0.375
34.128,0.3457
34.136,0.32031
34.144,0.27539
34.152,0.29492
34.16,0.27539
34.168,0.23438
34.176,0.19531
34.184,0.17578
34.192,0.16602
34.2,0.16602
34.208,0.16016
34.216,0.16016
34.224,0.16016
34.232,0.15625
34.24,0.16016
34.248,0.16016
34.256,0.16602
34.264,0.18555
34.272,0.2793
34.28,0.41016
34.288,0.49023
34.296,0.50977
34.304,0.17578
34.312,0.041016
34.32,0.13086
34.328,0.15039
34.336,0.17969
34.344,0.18945
34.352,0.18555
34.36,0.20117
34.368,0.20117
34.376,0.20508
34.384,0.21484
34.392,0.2207
34.4,0.2207
34.408,0.22461
34.416,0.23047
34.424,0.23438
34.432,0.23438
34.44,0.25
34.448,0.25
34.456,0.25977
34.464,0.25977
34.472,0.26953
34.48,0.27539
34.488,0.2793
34.496,0.28516
34.504,0.2793
34.512,0.26953
34.52,0.26562
34.528,0.24609
34.536,0.2207
34.544,0.20117
34.552,0.17969
34.56,0.16602
34.568,0.16016
34.576,0.16016
34.584,0.17969
34.592,0.18945
34.6,0.20508
34.608,0.21094
34.616,0.2207
34.624,0.2207
34.632,0.2207
34.64,0.22461
34.648,0.22461
34.656,0.22461
34.664,0.22461
34.672,0.23047
34.68,0.22461
34.688,0.23047
34.696,0.22461
34.704,0.23047
34.712,0.23047
34.72,0.23047
34.728,0.24023
34.736,0.2793
34.744,0.30078
34.752,0.30078
34.76,0.33008
34.768,0.36523
34.776,0.38477
34.784,0.35547
34.792,0.33008
34.8,0.2793
34.808,0.27539
34.816,0.29102
34.824,0.24609
34.832,0.20117
34.84,0.17969
34.848,0.16602
34.856,0.16602
34.864,0.16016
34.872,0.15625
34.88,0.15625
34.888,0.16016
34.896,0.16016
34.904,0.16016
34.912,0.16016
34.92,0.17578
34.928,0.22461
34.936,0.36523
34.944,0.44922
34.952,0.50586
34.96,0.29102
34.968,0.025391
34.976,0.099609
34.984,0.14453
34.992,0.16992
35,0.17969
35.008,0.18555
35.016,0.18945
35.024,0.20117
35.032,0.20508
35.04,0.21484
35.048,0.21094
35.056,0.2207
35.064,0.2207
35.072,0.23047
35.08,0.23438
35.088,0.24023
35.096,0.24609
35.104,0.25586
35.112,0.25977
35.12,0.27539
35.128,0.27539
35.136,0.2793
35.144,0.2793
35.152,0.28516
35.16,0.28516
35.168,0.2793
35.176,0.26953
35.184,0.25586
35.192,0.24023
35.2,0.21094
35.208,0.18555
35.216,0.17578
35.224,0.16602
35.232,0.16602
35.24,0.16992
35.248,0.18555
35.256,0.20117
35.264,0.20508
35.272,0.21484
35.28,0.21484
35.288,0.2207
35.296,0.21484
35.304,0.2207
35.312,0.21484
35.32,0.22461
35.328,0.2207
35.336,0.22461
35.344,0.22461
35.352,0.22461
35.36,0.23047
35.368,0.23047
35.376,0.23047
35.384,0.23047
35.392,0.26562
35.4,0.29102
35.408,0.29492
35.416,0.31445
35.424,0.34961
35.432,0.37109
35.44,0.34961
35.448,0.33008
35.456,0.2793
35.464,0.27539
35.472,0.29492
35.48,0.25586
35.488,0.21484
35.496,0.17969
35.504,0.16992
35.512,0.16602
35.52,0.16602
35.528,0.15625
35.536,0.15625
35.544,0.15039
35.552,0.16016
35.56,0.16016
35.568,0.16602
35.576,0.16992
35.584,0.22461
35.592,0.35547
35.6,0.46094
35.608,0.55078
35.616,0.35547
35.624,0.076172
35.632,0.14453
35.64,0.17578
35.648,0.16602
35.656,0.17969
35.664,0.17969
35.672,0.18555
35.68,0.17969
35.688,0.19531
35.696,0.19531
35.704,0.20508
35.712,0.20508
35.72,0.21094
35.728,0.2207
35.736,0.22461
35.744,0.22461
35.752,0.23047
35.76,0.24023
35.768,0.25586
35.776,0.25586
35.784,0.25977
35.792,0.26562
35.8,0.27539
35.808,0.27539
35.816,0.27539
35.824,0.25977
35.832,0.25586
35.84,0.23438
35.848,0.21484
35.856,0.18945
35.864,0.16992
35.872,0.15625
35.88,0.14453
35.888,0.15625
35.896,0.16016
35.904,0.17578
35.912,0.20117
35.92,0.21484
35.928,0.21484
35.936,0.23047
35.944,0.23047
35.952,0.23047
35.96,0.23047
35.968,0.24023
35.976,0.23438
35.984,0.23438
35.992,0.23047
36,0.24023
36.008,0.24609
36.016,0.23047
36.024,0.24609
36.032,0.25
36.04,0.25977
36.048,0.29492
36.056,0.30469
36.064,0.31445
36.072,0.34961
36.08,0.38086
36.088,0.39062
36.096,0.35938
36.104,0.33594
36.112,0.29102
36.12,0.30469
36.128,0.28516
36.136,0.24023
36.144,0.20117
36.152,0.18945
36.16,0.17578
36.168,0.17578
36.176,0.17578
36.184,0.17578
36.192,0.16602
36.2,0.16992
36.208,0.17578
36.216,0.16602
36.224,0.17969
36.232,0.20117
36.24,0.29492
36.248,0.43555
36.256,0.58008
36.264,0.625
36.272,0.20117
36.28,0.13086
36.288,0.21094
36.296,0.17969
36.304,0.18945
36.312,0.18555
36.32,0.18555
36.328,0.18555
36.336,0.19531
36.344,0.19531
36.352,0.20117
36.36,0.20117
36.368,0.20508
36.376,0.20508
36.384,0.21094
36.392,0.21484
36.4,0.2207
36.408,0.23047
36.416,0.23047
36.424,0.23438
36.432,0.24023
36.44,0.24609
36.448,0.25
36.456,0.25586
36.464,0.25586
36.472,0.24609
36.48,0.23047
36.488,0.21484
36.496,0.19531
36.504,0.17578
36.512,0.15625
36.52,0.13477
36.528,0.125
36.536,0.13086
36.544,0.13477
36.552,0.16016
36.56,0.17578
36.568,0.18945
36.576,0.20508
36.584,0.21484
36.592,0.2207
36.6,0.2207
36.608,0.21484
36.616,0.21484
36.624,0.22461
36.632,0.22461
36.64,0.23047
36.648,0.23047
36.656,0.23047
36.664,0.23047
36.672,0.23047
36.68,0.23047
36.688,0.24609
36.696,0.27539
36.704,0.30469
36.712,0.30078
36.72,0.32031
36.728,0.36523
36.736,0.38086
36.744,0.35938
36.752,0.3457
36.76,0.29102
36.768,0.2793
36.776,0.30078
36.784,0.26562
36.792,0.2207
36.8,0.18555
36.808,0.17578
36.816,0.16992
36.824,0.16016
36.832,0.15625
36.84,0.16016
36.848,0.16016
36.856,0.16016
36.864,0.16016
36.872,0.16992
36.88,0.16602
36.888,0.23047
36.896,0.36523
36.904,0.47461
36.912,0.55078
36.92,0.33008
36.928,0.044922
36.936,0.11523
36.944,0.15039
36.952,0.17578
36.96,0.18555
36.968,0.19531
36.976,0.20117
36.984,0.20508
36.992,0.20508
37,0.21094
37.008,0.21484
37.016,0.22461
37.024,0.23047
37.032,0.23047
37.04,0.24023
37.048,0.24609
37.056,0.25586
37.064,0.25586
37.072,0.26562
37.08,0.26953
37.088,0.27539
37.096,0.27539
37.104,0.2793
37.112,0.2793
37.12,0.28516
37.128,0.27539
37.136,0.26953
37.144,0.25
37.152,0.23438
37.16,0.21484
37.168,0.19531
37.176,0.17578
37.184,0.16602
37.192,0.17578
37.2,0.18945
37.208,0.20117
37.216,0.21484
37.224,0.2207
37.232,0.23047
37.24,0.23047
37.248,0.23047
37.256,0.23047
37.264,0.23047
37.272,0.23438
37.28,0.23047
37.288,0.23047
37.296,0.23047
37.304,0.23047
37.312,0.23047
37.32,0.24023
37.328,0.24609
37.336,0.25
37.344,0.26953
37.352,0.30469
37.36,0.31445
37.368,0.33008
37.376,0.36523
37.384,0.39453
37.392,0.38477
37.4,0.35938
37.408,0.32422
37.416,0.29102
37.424,0.30078
37.432,0.2793
37.44,0.23047
37.448,0.19531
37.456,0.17969
37.464,0.16992
37.472,0.16602
37.48,0.16016
37.488,0.15625
37.496,0.15625
37.504,0.16016
37.512,0.16016
37.52,0.16602
37.528,0.16602
37.536,0.20508
37.544,0.32031
37.552,0.44531
37.56,0.51953
37.568,0.43555
37.576,0.089844
37.584,0.035156
37.592,0.13477
37.6,0.16016
37.608,0.17969
37.616,0.18555
37.624,0.19531
37.632,0.20508
37.64,0.20117
37.648,0.20117
37.656,0.20508
37.664,0.20508
37.672,0.21484
37.68,0.2207
37.688,0.23047
37.696,0.23438
37.704,0.24023
37.712,0.24609
37.72,0.25586
37.728,0.25586
37.736,0.25977
37.744,0.26953
37.752,0.2793
37.76,0.28516
37.768,0.2793
37.776,0.27539
37.784,0.26953
37.792,0.25586
37.8,0.23438
37.808,0.21484
37.816,0.18945
37.824,0.16602
37.832,0.16016
37.84,0.15625
37.848,0.16016
37.856,0.17969
37.864,0.18945
37.872,0.20508
37.88,0.20508
37.888,0.21094
37.896,0.21094
37.904,0.21484
37.912,0.2207
37.92,0.22461
37.928,0.2207
37.936,0.2207
37.944,0.2207
37.952,0.23047
37.96,0.22461
37.968,0.23047
37.976,0.23047
37.984,0.23047
37.992,0.23438
38,0.26953
38.008,0.29102
38.016,0.30078
38.024,0.33008
38.032,0.36523
38.04,0.375
38.048,0.3457
38.056,0.32031
38.064,0.27539
38.072,0.28516
38.08,0.26953
38.088,0.23047
38.096,0.17969
38.104,0.16602
38.112,0.15625
38.12,0.15039
38.128,0.14453
38.136,0.14062
38.144,0.13477
38.152,0.14453
38.16,0.14453
38.168,0.15625
38.176,0.15625
38.184,0.17578
38.192,0.23438
38.2,0.37109
38.208,0.45508
38.216,0.49414
38.224,0.24609
38.232,0.019531
38.24,0.099609
38.248,0.13477
38.256,0.16016
38.264,0.17578
38.272,0.17969
38.28,0.18555
38.288,0.18945
38.296,0.18555
38.304,0.19531
38.312,0.19531
38.32,0.20508
38.328,0.21094
38.336,0.2207
38.344,0.22461
38.352,0.23047
38.36,0.23438
38.368,0.24023
38.376,0.24609
38.384,0.25586
38.392,0.25586
38.4,0.26953
38.408,0.26562
38.416,0.27539
38.424,0.26953
38.432,0.26562
38.44,0.25586
38.448,0.23438
38.456,0.2207
38.464,0.19531
38.472,0.17578
38.48,0.15625
38.488,0.15039
38.496,0.15039
38.504,0.16602
38.512,0.17969
38.52,0.18945
38.528,0.19531
38.536,0.20508
38.544,0.20508
38.552,0.21484
38.56,0.21094
38.568,0.21484
38.576,0.21094
38.584,0.2207
38.592,0.22461
38.6,0.22461
38.608,0.21484
38.616,0.2207
38.624,0.2207
38.632,0.2207
38.64,0.2207
38.648,0.24023
38.656,0.27539
38.664,0.29102
38.672,0.29492
38.68,0.33594
38.688,0.35938
38.696,0.36523
38.704,0.33594
38.712,0.30469
38.72,0.26953
38.728,0.28516
38.736,0.26562
38.744,0.2207
38.752,0.17969
38.76,0.16602
38.768,0.16016
38.776,0.15039
38.784,0.14062
38.792,0.14062
38.8,0.14453
38.808,0.14062
38.816,0.15039
38.824,0.14453
38.832,0.14062
38.84,0.17578
38.848,0.27539
38.856,0.4043
38.864,0.49414
38.872,0.51953
38.88,0.13086
38.888,0.041016
38.896,0.13086
38.904,0.15039
38.912,0.17578
38.92,0.17969
38.928,0.17969
38.936,0.18945
38.944,0.18945
38.952,0.19531
38.96,0.19531
38.968,0.20117
38.976,0.20508
38.984,0.21094
38.992,0.21094
39,0.2207
39.008,0.22461
39.016,0.23047
39.024,0.23047
39.032,0.24609
39.04,0.24609
39.048,0.25586
39.056,0.25977
39.064,0.25977
39.072,0.25977
39.08,0.25586
39.088,0.24609
39.096,0.23047
39.104,0.2207
39.112,0.20117
39.12,0.17969
39.128,0.16016
39.136,0.15039
39.144,0.14062
39.152,0.15625
39.16,0.16602
39.168,0.18945
39.176,0.20117
39.184,0.21094
39.192,0.20508
39.2,0.20508
39.208,0.20508
39.216,0.20508
39.224,0.20508
39.232,0.21484
39.24,0.2207
39.248,0.2207
39.256,0.2207
39.264,0.2207
39.272,0.22461
39.28,0.23047
39.288,0.23047
39.296,0.23438
39.304,0.26562
39.312,0.29492
39.32,0.30078
39.328,0.29492
39.336,0.3457
39.344,0.37109
39.352,0.35938
39.36,0.33594
39.368,0.30078
39.376,0.2793
39.384,0.30078
39.392,0.25977
39.4,0.21484
39.408,0.17969
39.416,0.16992
39.424,0.15625
39.432,0.15039
39.44,0.14453
39.448,0.15039
39.456,0.15625
39.464,0.15039
39.472,0.15625
39.48,0.16016
39.488,0.16992
39.496,0.21484
39.504,0.33594
39.512,0.46094
39.52,0.57422
39.528,0.41992
39.536,0.095703
39.544,0.089844
39.552,0.17578
39.56,0.16602
39.568,0.17969
39.576,0.18555
39.584,0.18945
39.592,0.18555
39.6,0.18945
39.608,0.18555
39.616,0.20117
39.624,0.20508
39.632,0.21094
39.64,0.20508
39.648,0.21094
39.656,0.22461
39.664,0.23047
39.672,0.23047
39.68,0.23438
39.688,0.23438
39.696,0.24609
39.704,0.25586
39.712,0.25586
39.72,0.25977
39.728,0.25977
39.736,0.25977
39.744,0.24609
39.752,0.22461
39.76,0.20508
39.768,0.18555
39.776,0.16016
39.784,0.15625
39.792,0.14062
39.8,0.14062
39.808,0.15625
39.816,0.17969
39.824,0.18945
39.832,0.20117
39.84,0.20508
39.848,0.2207
39.856,0.22461
39.864,0.23047
39.872,0.22461
39.88,0.2207
39.888,0.22461
39.896,0.22461
39.904,0.2207
39.912,0.22461
39.92,0.23438
39.928,0.23438
39.936,0.23438
39.944,0.23438
39.952,0.25
39.96,0.29102
39.968,0.30078
39.976,0.30078
39.984,0.33008
39.992,0.36523
40,0.38086
40.008,0.36523
40.016,0.33984
40.024,0.29102
40.032,0.30078
40.04,0.29102
40.048,0.25586
40.056,0.21484
40.064,0.18555
40.072,0.17969
40.08,0.17969
40.088,0.17578
40.096,0.16992
40.104,0.16992
40.112,0.17578
40.12,0.17969
40.128,0.17578
40.136,0.18945
40.144,0.20117
40.152,0.2793
40.16,0.41992
40.168,0.55469
40.176,0.61914
40.184,0.28516
40.192,0.125
40.2,0.20508
40.208,0.17969
40.216,0.18555
40.224,0.18945
40.232,0.18945
40.24,0.18945
40.248,0.19531
40.256,0.18945
40.264,0.19531
40.272,0.20508
40.28,0.21094
40.288,0.20508
40.296,0.21094
40.304,0.21484
40.312,0.22461
40.32,0.23047
40.328,0.23047
40.336,0.24609
40.344,0.25
40.352,0.25586
40.36,0.25977
40.368,0.26953
40.376,0.26953
40.384,0.26562
40.392,0.25
40.4,0.23438
40.408,0.21484
40.416,0.20508
40.424,0.17578
40.432,0.15625
40.44,0.14062
40.448,0.14453
40.456,0.15039
40.464,0.16602
40.472,0.18555
40.48,0.20117
40.488,0.21484
40.496,0.22461
40.504,0.23047
40.512,0.23047
40.52,0.23438
40.528,0.23438
40.536,0.24023
40.544,0.24609
40.552,0.24609
40.56,0.24609
40.568,0.25
40.576,0.25
40.584,0.25
40.592,0.25
40.6,0.25977
40.608,0.29102
40.616,0.32031
40.624,0.31445
40.632,0.33984
40.64,0.375
40.648,0.39453
40.656,0.37109
40.664,0.34961
40.672,0.30469
40.68,0.29492
40.688,0.31055
40.696,0.26562
40.704,0.2207
40.712,0.19531
40.72,0.18555
40.728,0.17969
40.736,0.17578
40.744,0.16992
40.752,0.17578
40.76,0.16992
