Time [s], II
29.84,0.43966
29.848,0.43966
29.856,0.43966
29.864,0.43966
29.872,0.43966
29.88,0.43966
29.888,0.43473
29.896,0.43473
29.904,0.43473
29.912,0.43473
29.92,0.43966
29.928,0.45443
29.936,0.47044
29.944,0.4803
29.952,0.5
29.96,0.5197
29.968,0.52956
29.976,0.52463
29.984,0.5197
29.992,0.50493
30,0.48522
30.008,0.45443
30.016,0.4298
30.024,0.41995
30.032,0.41502
30.04,0.4101
30.048,0.4101
30.056,0.41502
30.064,0.41502
30.072,0.41995
30.08,0.4298
30.088,0.47044
30.096,0.57512
30.104,0.75
30.112,0.86946
30.12,0.78941
30.128,0.5899
30.136,0.44951
30.144,0.4101
30.152,0.41502
30.16,0.42488
30.168,0.42488
30.176,0.4298
30.184,0.4298
30.192,0.4298
30.2,0.43473
30.208,0.43966
30.216,0.43966
30.224,0.44458
30.232,0.44951
30.24,0.45443
30.248,0.46552
30.256,0.47537
30.264,0.4803
30.272,0.48522
30.28,0.49507
30.288,0.50493
30.296,0.51478
30.304,0.5197
30.312,0.52956
30.32,0.54557
30.328,0.56034
30.336,0.58005
30.344,0.59975
30.352,0.61946
30.36,0.64532
30.368,0.66502
30.376,0.6798
30.384,0.69458
30.392,0.69951
30.4,0.70443
30.408,0.69951
30.416,0.67488
30.424,0.65025
30.432,0.60961
30.44,0.56527
30.448,0.5197
30.456,0.49015
30.464,0.46059
30.472,0.43966
30.48,0.42488
30.488,0.41502
30.496,0.4101
30.504,0.4101
30.512,0.4101
30.52,0.4101
30.528,0.4101
30.536,0.41502
30.544,0.41995
30.552,0.41995
30.56,0.42488
30.568,0.4298
30.576,0.43473
30.584,0.43473
30.592,0.43966
30.6,0.43966
30.608,0.43966
30.616,0.43966
30.624,0.43966
30.632,0.44458
30.64,0.43966
30.648,0.43966
30.656,0.43966
30.664,0.43966
30.672,0.43966
30.68,0.43966
30.688,0.44951
30.696,0.45443
30.704,0.47044
30.712,0.4803
30.72,0.48522
30.728,0.50493
30.736,0.53448
30.744,0.54557
30.752,0.53941
30.76,0.52956
30.768,0.5197
30.776,0.49015
30.784,0.46059
30.792,0.43473
30.8,0.41995
30.808,0.41502
30.816,0.41502
30.824,0.41502
30.832,0.41502
30.84,0.41502
30.848,0.41995
30.856,0.4298
30.864,0.47044
30.872,0.5702
30.88,0.74507
30.888,0.86946
30.896,0.79557
30.904,0.59483
30.912,0.44951
30.92,0.4101
30.928,0.41502
30.936,0.41995
30.944,0.41995
30.952,0.42488
30.96,0.42488
30.968,0.4298
30.976,0.43473
30.984,0.43473
30.992,0.43966
31,0.44458
31.008,0.44951
31.016,0.45443
31.024,0.46552
31.032,0.47044
31.04,0.47537
31.048,0.48522
31.056,0.49015
31.064,0.49507
31.072,0.50493
31.08,0.5197
31.088,0.52956
31.096,0.53941
31.104,0.56034
31.112,0.58005
31.12,0.59975
31.128,0.61946
31.136,0.64039
31.144,0.6601
31.152,0.67488
31.16,0.69458
31.168,0.69951
31.176,0.70443
31.184,0.69458
31.192,0.67488
31.2,0.64532
31.208,0.59975
31.216,0.56034
31.224,0.5197
31.232,0.49015
31.24,0.46059
31.248,0.43966
31.256,0.42488
31.264,0.41502
31.272,0.4101
31.28,0.40517
31.288,0.40517
31.296,0.40517
31.304,0.40517
31.312,0.4101
31.32,0.4101
31.328,0.41502
31.336,0.41995
31.344,0.41995
31.352,0.4298
31.36,0.4298
31.368,0.43473
31.376,0.43473
31.384,0.43966
31.392,0.43966
31.4,0.43966
31.408,0.43473
31.416,0.43473
31.424,0.43966
31.432,0.43966
31.44,0.43966
31.448,0.43966
31.456,0.44458
31.464,0.44458
31.472,0.44951
31.48,0.46059
31.488,0.47537
31.496,0.48522
31.504,0.50493
31.512,0.52463
31.52,0.53941
31.528,0.52956
31.536,0.52463
31.544,0.51478
31.552,0.49015
31.56,0.46059
31.568,0.43473
31.576,0.41995
31.584,0.41502
31.592,0.4101
31.6,0.4101
31.608,0.4101
31.616,0.4101
31.624,0.41502
31.632,0.4298
31.64,0.47044
31.648,0.57512
31.656,0.74507
31.664,0.86453
31.672,0.78448
31.68,0.58498
31.688,0.43966
31.696,0.40025
31.704,0.4101
31.712,0.41502
31.72,0.41502
31.728,0.41995
31.736,0.41995
31.744,0.41995
31.752,0.42488
31.76,0.4298
31.768,0.43473
31.776,0.43966
31.784,0.44951
31.792,0.45443
31.8,0.46059
31.808,0.46552
31.816,0.47537
31.824,0.4803
31.832,0.48522
31.84,0.49507
31.848,0.50493
31.856,0.51478
31.864,0.52463
31.872,0.53941
31.88,0.55542
31.888,0.5702
31.896,0.5899
31.904,0.60961
31.912,0.63547
31.92,0.65517
31.928,0.67488
31.936,0.68966
31.944,0.69951
31.952,0.70443
31.96,0.69458
31.968,0.66995
31.976,0.64039
31.984,0.59975
31.992,0.56034
32,0.5197
32.008,0.49015
32.016,0.46059
32.024,0.43966
32.032,0.41995
32.04,0.41502
32.048,0.4101
32.056,0.40517
32.064,0.40517
32.072,0.40025
32.08,0.40025
32.088,0.4101
32.096,0.4101
32.104,0.41502
32.112,0.41502
32.12,0.41995
32.128,0.41995
32.136,0.41995
32.144,0.42488
32.152,0.4298
32.16,0.4298
32.168,0.4298
32.176,0.4298
32.184,0.4298
32.192,0.4298
32.2,0.4298
32.208,0.4298
32.216,0.4298
32.224,0.4298
32.232,0.4298
32.24,0.4298
32.248,0.43473
32.256,0.44951
32.264,0.46059
32.272,0.46552
32.28,0.4803
32.288,0.50493
32.296,0.5197
32.304,0.51478
32.312,0.51478
32.32,0.50493
32.328,0.48522
32.336,0.45443
32.344,0.42488
32.352,0.4101
32.36,0.40517
32.368,0.40517
32.376,0.40517
32.384,0.4101
32.392,0.4101
32.4,0.41502
32.408,0.4298
32.416,0.46552
32.424,0.5702
32.432,0.75
32.44,0.90025
32.448,0.8399
32.456,0.63547
32.464,0.47044
32.472,0.4101
32.48,0.4101
32.488,0.4101
32.496,0.4101
32.504,0.41502
32.512,0.41502
32.52,0.41995
32.528,0.41995
32.536,0.42488
32.544,0.4298
32.552,0.43473
32.56,0.43966
32.568,0.44951
32.576,0.46059
32.584,0.46552
32.592,0.47537
32.6,0.4803
32.608,0.49015
32.616,0.5
32.624,0.50493
32.632,0.51478
32.64,0.52463
32.648,0.53941
32.656,0.55542
32.664,0.5702
32.672,0.59483
32.68,0.61946
32.688,0.64532
32.696,0.66502
32.704,0.68473
32.712,0.69951
32.72,0.71552
32.728,0.71552
32.736,0.70443
32.744,0.68473
32.752,0.65517
32.76,0.61453
32.768,0.5702
32.776,0.52956
32.784,0.49507
32.792,0.47044
32.8,0.44951
32.808,0.43473
32.816,0.42488
32.824,0.41995
32.832,0.41502
32.84,0.41502
32.848,0.41502
32.856,0.41995
32.864,0.41995
32.872,0.42488
32.88,0.4298
32.888,0.43473
32.896,0.43966
32.904,0.43966
32.912,0.44951
32.92,0.44951
32.928,0.44951
32.936,0.44951
32.944,0.44951
32.952,0.44951
32.96,0.44951
32.968,0.44951
32.976,0.44951
32.984,0.44458
32.992,0.43966
33,0.43966
33.008,0.43966
33.016,0.44458
33.024,0.44458
33.032,0.45443
33.04,0.47044
33.048,0.4803
33.056,0.49507
33.064,0.51478
33.072,0.53941
33.08,0.53941
33.088,0.53941
33.096,0.52463
33.104,0.50985
33.112,0.4803
33.12,0.44951
33.128,0.43473
33.136,0.42488
33.144,0.41995
33.152,0.41995
33.16,0.41995
33.168,0.41995
33.176,0.41995
33.184,0.43473
33.192,0.46059
33.2,0.52956
33.208,0.67488
33.216,0.84483
33.224,0.88054
33.232,0.68966
33.24,0.50985
33.248,0.42488
33.256,0.41995
33.264,0.4298
33.272,0.43473
33.28,0.43473
33.288,0.43473
33.296,0.43473
33.304,0.43966
33.312,0.43966
33.32,0.44458
33.328,0.44951
33.336,0.45443
33.344,0.46059
33.352,0.46552
33.36,0.47537
33.368,0.4803
33.376,0.48522
33.384,0.49507
33.392,0.5
33.4,0.50985
33.408,0.5197
33.416,0.52956
33.424,0.54557
33.432,0.55542
33.44,0.5702
33.448,0.5899
33.456,0.60961
33.464,0.63547
33.472,0.65517
33.48,0.67488
33.488,0.69458
33.496,0.70443
33.504,0.71552
33.512,0.70936
33.52,0.69458
33.528,0.66995
33.536,0.63547
33.544,0.59483
33.552,0.55049
33.56,0.51478
33.568,0.48522
33.576,0.46059
33.584,0.44458
33.592,0.43473
33.6,0.4298
33.608,0.42488
33.616,0.42488
33.624,0.42488
33.632,0.41995
33.64,0.41995
33.648,0.41995
33.656,0.42488
33.664,0.4298
33.672,0.43473
33.68,0.43473
33.688,0.43966
33.696,0.43966
33.704,0.43966
33.712,0.43966
33.72,0.43966
33.728,0.44951
33.736,0.44951
33.744,0.44458
33.752,0.43966
33.76,0.43966
33.768,0.43966
33.776,0.43966
33.784,0.43966
33.792,0.43966
33.8,0.43966
33.808,0.44951
33.816,0.46059
33.824,0.4803
33.832,0.48522
33.84,0.5
33.848,0.52463
33.856,0.53941
33.864,0.53448
33.872,0.52463
33.88,0.51478
33.888,0.49015
33.896,0.46059
33.904,0.43473
33.912,0.42488
33.92,0.41502
33.928,0.41502
33.936,0.4101
33.944,0.4101
33.952,0.4101
33.96,0.41995
33.968,0.43473
33.976,0.47537
33.984,0.57512
33.992,0.74507
34,0.86453
34.008,0.78448
34.016,0.5899
34.024,0.44951
34.032,0.4101
34.04,0.41502
34.048,0.41995
34.056,0.42488
34.064,0.41995
34.072,0.41995
34.08,0.42488
34.088,0.42488
34.096,0.4298
34.104,0.43473
34.112,0.43966
34.12,0.44951
34.128,0.45443
34.136,0.46059
34.144,0.47044
34.152,0.4803
34.16,0.48522
34.168,0.49507
34.176,0.5
34.184,0.50985
34.192,0.5197
34.2,0.52463
34.208,0.53941
34.216,0.55542
34.224,0.5702
34.232,0.5899
34.24,0.60961
34.248,0.63547
34.256,0.65517
34.264,0.67488
34.272,0.69458
34.28,0.69951
34.288,0.70443
34.296,0.69458
34.304,0.67488
34.312,0.64532
34.32,0.60468
34.328,0.56527
34.336,0.52463
34.344,0.49507
34.352,0.46552
34.36,0.44951
34.368,0.43473
34.376,0.42488
34.384,0.41995
34.392,0.41502
34.4,0.41502
34.408,0.41502
34.416,0.41502
34.424,0.41995
34.432,0.41995
34.44,0.42488
34.448,0.42488
34.456,0.4298
34.464,0.43473
34.472,0.43473
34.48,0.43473
34.488,0.43473
34.496,0.43473
34.504,0.43473
34.512,0.43966
34.52,0.44458
34.528,0.43966
34.536,0.43966
34.544,0.43966
34.552,0.43966
34.56,0.43966
34.568,0.43966
34.576,0.43966
34.584,0.43966
34.592,0.44951
34.6,0.46059
34.608,0.47537
34.616,0.4803
34.624,0.5
34.632,0.52463
34.64,0.52956
34.648,0.52956
34.656,0.5197
34.664,0.50493
34.672,0.4803
34.68,0.45443
34.688,0.4298
34.696,0.41995
34.704,0.41502
34.712,0.41502
34.72,0.4101
34.728,0.4101
34.736,0.41502
34.744,0.41995
34.752,0.44458
34.76,0.49507
34.768,0.61453
34.776,0.78941
34.784,0.86946
34.792,0.74015
34.8,0.53941
34.808,0.4298
34.816,0.4101
34.824,0.41502
34.832,0.41995
34.84,0.41995
34.848,0.41995
34.856,0.41995
34.864,0.42488
34.872,0.4298
34.88,0.43473
34.888,0.43473
34.896,0.43966
34.904,0.44951
34.912,0.45443
34.92,0.46059
34.928,0.46552
34.936,0.47044
34.944,0.47537
34.952,0.48522
34.96,0.49507
34.968,0.50493
34.976,0.51478
34.984,0.52956
34.992,0.53941
35,0.55542
35.008,0.5702
35.016,0.5899
35.024,0.61453
35.032,0.63547
35.04,0.6601
35.048,0.6798
35.056,0.69458
35.064,0.70443
35.072,0.70936
35.08,0.69951
35.088,0.66995
35.096,0.63547
35.104,0.59975
35.112,0.55542
35.12,0.5197
35.128,0.48522
35.136,0.45443
35.144,0.43966
35.152,0.4298
35.16,0.41995
35.168,0.41502
35.176,0.4101
35.184,0.4101
35.192,0.4101
35.2,0.4101
35.208,0.4101
35.216,0.4101
35.224,0.41502
35.232,0.41995
35.24,0.42488
35.248,0.4298
35.256,0.4298
35.264,0.4298
35.272,0.4298
35.28,0.43473
35.288,0.4298
35.296,0.4298
35.304,0.4298
35.312,0.4298
35.32,0.4298
35.328,0.4298
35.336,0.4298
35.344,0.4298
35.352,0.4298
35.36,0.4298
35.368,0.43473
35.376,0.44951
35.384,0.46552
35.392,0.47537
35.4,0.48522
35.408,0.50985
35.416,0.5197
35.424,0.52463
35.432,0.51478
35.44,0.50493
35.448,0.49015
35.456,0.46059
35.464,0.4298
35.472,0.41502
35.48,0.4101
35.488,0.40517
35.496,0.40517
35.504,0.40517
35.512,0.40517
35.52,0.41502
35.528,0.4298
35.536,0.46552
35.544,0.56034
35.552,0.7303
35.56,0.89532
35.568,0.90517
35.576,0.65517
35.584,0.4803
35.592,0.41502
35.6,0.41502
35.608,0.41995
35.616,0.41995
35.624,0.42488
35.632,0.4298
35.64,0.4298
35.648,0.43473
35.656,0.43473
35.664,0.43966
35.672,0.44951
35.68,0.45443
35.688,0.46059
35.696,0.46552
35.704,0.47537
35.712,0.4803
35.72,0.48522
35.728,0.49507
35.736,0.5
35.744,0.50985
35.752,0.5197
35.76,0.52956
35.768,0.53941
35.776,0.55542
35.784,0.5702
35.792,0.5899
35.8,0.60961
35.808,0.63547
35.816,0.65517
35.824,0.67488
35.832,0.68966
35.84,0.70443
35.848,0.71552
35.856,0.70443
35.864,0.68966
35.872,0.65517
35.88,0.61946
35.888,0.58005
35.896,0.53941
35.904,0.50985
35.912,0.4803
35.92,0.45443
35.928,0.43473
35.936,0.42488
35.944,0.41502
35.952,0.41502
35.96,0.4101
35.968,0.41502
35.976,0.41502
35.984,0.41502
35.992,0.41995
36,0.41995
36.008,0.42488
36.016,0.4298
36.024,0.4298
36.032,0.43473
36.04,0.43473
36.048,0.43966
36.056,0.43966
36.064,0.43966
36.072,0.43966
36.08,0.43966
36.088,0.43966
36.096,0.43966
36.104,0.43966
36.112,0.43966
36.12,0.43966
36.128,0.43966
36.136,0.43966
36.144,0.43966
36.152,0.44458
36.16,0.45443
36.168,0.47537
36.176,0.4803
36.184,0.5
36.192,0.5197
36.2,0.52956
36.208,0.52463
36.216,0.5197
36.224,0.50493
36.232,0.48522
36.24,0.46059
36.248,0.43473
36.256,0.41995
36.264,0.41502
36.272,0.4101
36.28,0.4101
36.288,0.4101
36.296,0.4101
36.304,0.41995
36.312,0.43473
36.32,0.47537
36.328,0.57512
36.336,0.74015
36.344,0.86946
36.352,0.79557
36.36,0.59975
36.368,0.44951
36.376,0.40517
36.384,0.4101
36.392,0.41502
36.4,0.41995
36.408,0.41995
36.416,0.42488
36.424,0.4298
36.432,0.4298
36.44,0.4298
36.448,0.43473
36.456,0.43966
36.464,0.44458
36.472,0.44951
36.48,0.45443
36.488,0.46552
36.496,0.47537
36.504,0.4803
36.512,0.49015
36.52,0.49507
36.528,0.50493
36.536,0.51478
36.544,0.5197
36.552,0.52956
36.56,0.53941
36.568,0.56034
36.576,0.58498
36.584,0.60468
36.592,0.62438
36.6,0.65025
36.608,0.66502
36.616,0.6798
36.624,0.68966
36.632,0.69458
36.64,0.68473
36.648,0.66502
36.656,0.63547
36.664,0.59975
36.672,0.56034
36.68,0.5197
36.688,0.49015
36.696,0.46059
36.704,0.43473
36.712,0.42488
36.72,0.41502
36.728,0.4101
36.736,0.4101
36.744,0.4101
36.752,0.4101
36.76,0.4101
36.768,0.4101
36.776,0.41502
36.784,0.41502
36.792,0.41995
36.8,0.42488
36.808,0.4298
36.816,0.4298
36.824,0.4298
36.832,0.43473
36.84,0.43473
36.848,0.43473
36.856,0.43473
36.864,0.43473
36.872,0.43473
36.88,0.43473
36.888,0.43473
36.896,0.43473
36.904,0.43473
36.912,0.43473
36.92,0.43473
36.928,0.43966
36.936,0.44951
36.944,0.46059
36.952,0.47537
36.96,0.48522
36.968,0.50985
36.976,0.52463
36.984,0.52956
36.992,0.5197
37,0.51478
37.008,0.5
37.016,0.47537
37.024,0.44458
37.032,0.42488
37.04,0.41502
37.048,0.41502
37.056,0.4101
37.064,0.4101
37.072,0.4101
37.08,0.41502
37.088,0.4298
37.096,0.44458
37.104,0.5
37.112,0.63054
37.12,0.80049
37.128,0.85961
37.136,0.72044
37.144,0.52956
37.152,0.42488
37.16,0.4101
37.168,0.41502
37.176,0.41995
37.184,0.41995
37.192,0.41995
37.2,0.42488
37.208,0.4298
37.216,0.43473
37.224,0.43473
37.232,0.43966
37.24,0.44458
37.248,0.45443
37.256,0.46059
37.264,0.46552
37.272,0.47044
37.28,0.47537
37.288,0.4803
37.296,0.49015
37.304,0.5
37.312,0.50985
37.32,0.5197
37.328,0.52956
37.336,0.53941
37.344,0.55542
37.352,0.5702
37.36,0.5899
37.368,0.61453
37.376,0.63547
37.384,0.65517
37.392,0.67488
37.4,0.68473
37.408,0.69458
37.416,0.69951
37.424,0.68473
37.432,0.66502
37.44,0.63054
37.448,0.5899
37.456,0.55049
37.464,0.51478
37.472,0.4803
37.48,0.45443
37.488,0.43473
37.496,0.41995
37.504,0.41502
37.512,0.4101
37.52,0.4101
37.528,0.4101
37.536,0.4101
37.544,0.4101
37.552,0.41502
37.56,0.41995
37.568,0.41995
37.576,0.42488
37.584,0.4298
37.592,0.4298
37.6,0.43473
37.608,0.43473
37.616,0.43473
37.624,0.43966
37.632,0.43966
37.64,0.43966
37.648,0.43966
37.656,0.43966
37.664,0.43473
37.672,0.43473
37.68,0.43473
37.688,0.43473
37.696,0.43473
37.704,0.43473
37.712,0.43966
37.72,0.44951
37.728,0.46059
37.736,0.47537
37.744,0.48522
37.752,0.50493
37.76,0.5197
37.768,0.52463
37.776,0.51478
37.784,0.50493
37.792,0.49015
37.8,0.46552
37.808,0.43966
37.816,0.41995
37.824,0.41502
37.832,0.4101
37.84,0.40517
37.848,0.40517
37.856,0.40517
37.864,0.4101
37.872,0.41995
37.88,0.44458
37.888,0.50985
37.896,0.6601
37.904,0.8399
37.912,0.88054
37.92,0.69458
37.928,0.50493
37.936,0.41502
37.944,0.40517
37.952,0.41502
37.96,0.41502
37.968,0.41995
37.976,0.41995
37.984,0.41995
37.992,0.42488
38,0.42488
38.008,0.4298
38.016,0.43473
38.024,0.43966
38.032,0.44458
38.04,0.44951
38.048,0.46059
38.056,0.46552
38.064,0.47537
38.072,0.4803
38.08,0.48522
38.088,0.49507
38.096,0.50493
38.104,0.51478
38.112,0.52956
38.12,0.53941
38.128,0.56034
38.136,0.58005
38.144,0.59975
38.152,0.62438
38.16,0.65025
38.168,0.66995
38.176,0.68473
38.184,0.69951
38.192,0.70443
38.2,0.69951
38.208,0.68473
38.216,0.6601
38.224,0.61946
38.232,0.58005
38.24,0.53941
38.248,0.5
38.256,0.47044
38.264,0.44458
38.272,0.4298
38.28,0.41995
38.288,0.41502
38.296,0.4101
38.304,0.40517
38.312,0.40517
38.32,0.4101
38.328,0.4101
38.336,0.41502
38.344,0.41502
38.352,0.41995
38.36,0.41995
38.368,0.42488
38.376,0.4298
38.384,0.4298
38.392,0.4298
38.4,0.43473
38.408,0.43473
38.416,0.43473
38.424,0.43473
38.432,0.43473
38.44,0.4298
38.448,0.4298
38.456,0.43473
38.464,0.43473
38.472,0.4298
38.48,0.4298
38.488,0.4298
38.496,0.43473
38.504,0.44951
38.512,0.46059
38.52,0.46552
38.528,0.49015
38.536,0.50985
38.544,0.51478
38.552,0.51478
38.56,0.50985
38.568,0.5
38.576,0.47537
38.584,0.44458
38.592,0.41995
38.6,0.4101
38.608,0.4101
38.616,0.40517
38.624,0.40517
38.632,0.40517
38.64,0.4101
38.648,0.41502
38.656,0.43473
38.664,0.49507
38.672,0.62438
38.68,0.81034
38.688,0.89039
38.696,0.75493
38.704,0.54557
38.712,0.4298
38.72,0.40517
38.728,0.4101
38.736,0.41502
38.744,0.41502
38.752,0.41995
38.76,0.41995
38.768,0.42488
38.776,0.4298
38.784,0.43473
38.792,0.43473
38.8,0.43966
38.808,0.44951
38.816,0.45443
38.824,0.46059
38.832,0.47044
38.84,0.47537
38.848,0.4803
38.856,0.48522
38.864,0.49507
38.872,0.5
38.88,0.51478
38.888,0.52463
38.896,0.53941
38.904,0.56034
38.912,0.58005
38.92,0.59975
38.928,0.61946
38.936,0.64532
38.944,0.66502
38.952,0.6798
38.96,0.69458
38.968,0.69951
38.976,0.70443
38.984,0.68473
38.992,0.6601
39,0.62438
39.008,0.5899
39.016,0.55049
39.024,0.50985
39.032,0.47537
39.04,0.45443
39.048,0.43473
39.056,0.41995
39.064,0.41502
39.072,0.4101
39.08,0.4101
39.088,0.4101
39.096,0.4101
39.104,0.4101
39.112,0.41502
39.12,0.41502
39.128,0.41995
39.136,0.42488
39.144,0.4298
39.152,0.4298
39.16,0.4298
39.168,0.43473
39.176,0.43966
39.184,0.43966
39.192,0.43966
39.2,0.43966
39.208,0.43966
39.216,0.43966
39.224,0.43966
39.232,0.43966
39.24,0.43966
39.248,0.43966
39.256,0.44458
39.264,0.44458
39.272,0.44951
39.28,0.46059
39.288,0.47537
39.296,0.4803
39.304,0.49507
39.312,0.51478
39.32,0.52956
39.328,0.53448
39.336,0.52463
39.344,0.5197
39.352,0.5
39.36,0.47537
39.368,0.44458
39.376,0.42488
39.384,0.41502
39.392,0.41502
39.4,0.41502
39.408,0.41502
39.416,0.41502
39.424,0.41502
39.432,0.4298
39.44,0.45443
39.448,0.5197
39.456,0.66995
39.464,0.8399
39.472,0.88054
39.48,0.68473
39.488,0.5
39.496,0.41995
39.504,0.4101
39.512,0.41995
39.52,0.41995
39.528,0.42488
39.536,0.42488
39.544,0.4298
39.552,0.4298
39.56,0.43473
39.568,0.43966
39.576,0.44951
39.584,0.44951
39.592,0.44951
39.6,0.45443
39.608,0.46059
39.616,0.46552
39.624,0.47537
39.632,0.4803
39.64,0.48522
39.648,0.49507
39.656,0.50493
39.664,0.51478
39.672,0.52463
39.68,0.53941
39.688,0.55542
39.696,0.5702
39.704,0.59483
39.712,0.61946
39.72,0.64039
39.728,0.6601
39.736,0.67488
39.744,0.68966
39.752,0.69458
39.76,0.69951
39.768,0.6798
39.776,0.65025
39.784,0.61946
39.792,0.58005
39.8,0.53941
39.808,0.50493
39.816,0.47537
39.824,0.44951
39.832,0.43473
39.84,0.41995
39.848,0.41502
39.856,0.4101
39.864,0.40517
39.872,0.40517
39.88,0.40517
39.888,0.4101
39.896,0.4101
39.904,0.41502
39.912,0.41502
39.92,0.41995
39.928,0.41995
39.936,0.42488
39.944,0.4298
39.952,0.43473
39.96,0.43473
39.968,0.43473
39.976,0.43473
39.984,0.4298
39.992,0.4298
40,0.43473
40.008,0.43473
40.016,0.43473
40.024,0.43473
40.032,0.43473
40.04,0.43473
40.048,0.43473
40.056,0.43966
40.064,0.45443
40.072,0.47537
40.08,0.48522
40.088,0.5
40.096,0.5197
40.104,0.52956
40.112,0.52463
40.12,0.5197
40.128,0.50493
40.136,0.4803
40.144,0.45443
40.152,0.4298
40.16,0.41502
40.168,0.4101
40.176,0.4101
40.184,0.4101
40.192,0.4101
40.2,0.4101
40.208,0.41502
40.216,0.42488
40.224,0.46059
40.232,0.55542
40.24,0.72044
40.248,0.85961
40.256,0.80049
40.264,0.60468
40.272,0.44951
40.28,0.40517
40.288,0.4101
40.296,0.41502
40.304,0.41995
40.312,0.41995
40.32,0.42488
40.328,0.4298
40.336,0.4298
40.344,0.43473
40.352,0.43473
40.36,0.43966
40.368,0.44458
40.376,0.44951
40.384,0.45443
40.392,0.46059
40.4,0.47044
40.408,0.47537
40.416,0.48522
40.424,0.49507
40.432,0.5
40.44,0.50985
40.448,0.5197
40.456,0.53448
40.464,0.54557
40.472,0.56527
40.48,0.58005
40.488,0.60468
40.496,0.62438
40.504,0.64532
40.512,0.66502
40.52,0.6798
40.528,0.68966
40.536,0.69458
40.544,0.68473
40.552,0.66995
40.56,0.64532
40.568,0.60468
40.576,0.56034
40.584,0.52463
40.592,0.49015
40.6,0.46059
40.608,0.43966
40.616,0.4298
40.624,0.41995
40.632,0.41502
40.64,0.4101
40.648,0.4101
40.656,0.4101
40.664,0.41502
40.672,0.41502
40.68,0.41995
40.688,0.41995
40.696,0.41995
40.704,0.42488
40.712,0.4298
40.72,0.4298
40.728,0.4298
40.736,0.43473
40.744,0.4298
40.752,0.4298
40.76,0.4298
40.768,0.43473
40.776,0.4298
40.784,0.4298
40.792,0.4298
40.8,0.4298
40.808,0.4298
40.816,0.4298
40.824,0.4298
40.832,0.4298
40.84,0.43966
40.848,0.45443
40.856,0.46552
40.864,0.4803
40.872,0.5
40.88,0.5197
40.888,0.5197
40.896,0.51478
40.904,0.50493
40.912,0.49507
40.92,0.47044
40.928,0.44458
40.936,0.41995
40.944,0.41502
40.952,0.4101
40.96,0.4101
40.968,0.4101
40.976,0.4101
40.984,0.41502
40.992,0.41995
41,0.44458
41.008,0.50493
41.016,0.63547
41.024,0.8202
41.032,0.89039
41.04,0.75
41.048,0.53941
41.056,0.42488
41.064,0.40517
41.072,0.4101
41.08,0.41502
41.088,0.41502
41.096,0.41502
41.104,0.41995
41.112,0.41995
41.12,0.4298
41.128,0.4298
41.136,0.43473
41.144,0.44458
41.152,0.44951
41.16,0.45443
41.168,0.46059
41.176,0.46552
41.184,0.47537
41.192,0.4803
41.2,0.48522
41.208,0.49507
41.216,0.50493
41.224,0.51478
41.232,0.52463
41.24,0.53941
41.248,0.56034
41.256,0.58005
41.264,0.59975
41.272,0.61946
41.28,0.64532
41.288,0.66502
41.296,0.6798
41.304,0.69458
41.312,0.69951
41.32,0.70443
41.328,0.68473
41.336,0.66502
41.344,0.63054
41.352,0.58498
41.36,0.54557
41.368,0.50985
41.376,0.47537
41.384,0.44951
41.392,0.43473
41.4,0.41995
41.408,0.41502
41.416,0.4101
41.424,0.4101
41.432,0.4101
41.44,0.4101
41.448,0.4101
41.456,0.41502
41.464,0.41502
41.472,0.41502
41.48,0.41995
41.488,0.41995
41.496,0.42488
41.504,0.42488
41.512,0.4298
41.52,0.43473
41.528,0.43473
41.536,0.43473
41.544,0.43473
41.552,0.43473
41.56,0.43473
41.568,0.43473
41.576,0.43473
41.584,0.43473
41.592,0.43473
41.6,0.4298
41.608,0.43473
41.616,0.43966
41.624,0.45443
41.632,0.46552
41.64,0.47537
41.648,0.48522
41.656,0.50985
41.664,0.5197
41.672,0.5197
41.68,0.51478
41.688,0.50985
41.696,0.49015
41.704,0.46552
41.712,0.43473
41.72,0.41502
41.728,0.4101
41.736,0.4101
41.744,0.4101
41.752,0.4101
41.76,0.4101
41.768,0.41502
41.776,0.42488
41.784,0.45443
41.792,0.53941
41.8,0.70443
41.808,0.86453
41.816,0.88054
41.824,0.65517
41.832,0.4803
41.84,0.4101
41.848,0.40517
41.856,0.41502
41.864,0.41502
41.872,0.41502
41.88,0.41995
41.888,0.42488
41.896,0.4298
41.904,0.43473
41.912,0.43966
41.92,0.44458
41.928,0.44951
41.936,0.45443
41.944,0.46059
41.952,0.46552
41.96,0.47537
41.968,0.4803
41.976,0.4803
41.984,0.48522
41.992,0.49507
42,0.50493
42.008,0.5197
42.016,0.53448
42.024,0.54557
42.032,0.56034
42.04,0.58005
42.048,0.60468
42.056,0.63054
42.064,0.65025
42.072,0.66995
42.08,0.6798
42.088,0.69458
42.096,0.69951
42.104,0.69458
42.112,0.67488
42.12,0.65025
42.128,0.60961
42.136,0.5702
42.144,0.52956
42.152,0.49507
42.16,0.46552
42.168,0.44458
42.176,0.4298
42.184,0.41995
42.192,0.41502
42.2,0.4101
42.208,0.4101
42.216,0.4101
42.224,0.4101
42.232,0.41502
42.24,0.41502
42.248,0.41995
42.256,0.41995
42.264,0.42488
42.272,0.4298
42.28,0.4298
42.288,0.43473
42.296,0.43473
42.304,0.43473
42.312,0.43473
