Time [s], ABP
27.64,91.134
27.648,91.525
27.656,91.525
27.664,91.33
27.672,90.743
27.68,90.352
27.688,89.765
27.696,89.179
27.704,88.396
27.712,87.614
27.72,86.636
27.728,85.658
27.736,84.681
27.744,83.507
27.752,82.529
27.76,81.356
27.768,80.378
27.776,79.596
27.784,78.618
27.792,78.031
27.8,77.249
27.808,76.662
27.816,75.88
27.824,75.489
27.832,74.902
27.84,74.511
27.848,74.12
27.856,73.729
27.864,73.533
27.872,73.338
27.88,73.142
27.888,72.751
27.896,72.36
27.904,72.164
27.912,71.773
27.92,71.578
27.928,71.186
27.936,70.991
27.944,70.795
27.952,70.6
27.96,70.6
27.968,70.209
27.976,70.013
27.984,69.426
27.992,69.035
28,69.035
28.008,70.013
28.016,72.555
28.024,78.031
28.032,86.832
28.04,98.957
28.048,113.62
28.056,129.66
28.064,144.92
28.072,157.43
28.08,165.65
28.088,168.97
28.096,167.6
28.104,162.91
28.112,156.65
28.12,150.2
28.128,144.92
28.136,140.81
28.144,138.46
28.152,137.09
28.16,136.51
28.168,136.31
28.176,135.92
28.184,135.53
28.192,134.75
28.2,134.16
28.208,133.57
28.216,133.18
28.224,132.79
28.232,132.59
28.24,132.4
28.248,131.81
28.256,130.83
28.264,129.47
28.272,127.51
28.28,124.97
28.288,122.03
28.296,118.51
28.304,114.6
28.312,110.3
28.32,105.61
28.328,100.72
28.336,96.024
28.344,91.917
28.352,88.592
28.36,86.441
28.368,85.267
28.376,85.267
28.384,86.05
28.392,87.223
28.4,88.592
28.408,89.961
28.416,90.743
28.424,91.33
28.432,91.721
28.44,91.525
28.448,91.134
28.456,90.743
28.464,90.157
28.472,89.57
28.48,88.983
28.488,88.396
28.496,87.419
28.504,86.441
28.512,85.463
28.52,84.289
28.528,83.116
28.536,81.943
28.544,80.965
28.552,79.987
28.56,79.205
28.568,78.227
28.576,77.64
28.584,76.858
28.592,76.271
28.6,75.88
28.608,75.293
28.616,74.902
28.624,74.511
28.632,74.12
28.64,73.924
28.648,73.533
28.656,73.338
28.664,73.142
28.672,72.751
28.68,72.36
28.688,72.164
28.696,71.773
28.704,71.578
28.712,71.382
28.72,71.186
28.728,70.991
28.736,70.795
28.744,70.6
28.752,70.209
28.76,69.818
28.768,69.622
28.776,69.622
28.784,70.795
28.792,73.924
28.8,79.791
28.808,89.179
28.816,101.89
28.824,117.14
28.832,133.18
28.84,148.24
28.848,160.17
28.856,167.6
28.864,169.95
28.872,167.99
28.88,162.91
28.888,156.45
28.896,150
28.904,144.52
28.912,140.81
28.92,138.46
28.928,137.09
28.936,136.51
28.944,136.11
28.952,135.72
28.96,135.14
28.968,134.55
28.976,133.96
28.984,133.57
28.992,133.18
29,133.18
29.008,132.99
29.016,132.79
29.024,132.01
29.032,130.83
29.04,129.27
29.048,127.12
29.056,124.58
29.064,121.45
29.072,118.12
29.08,114.21
29.088,109.91
29.096,105.22
29.104,100.33
29.112,95.632
29.12,91.721
29.128,88.592
29.136,86.441
29.144,85.658
29.152,85.854
29.16,86.832
29.168,88.201
29.176,89.57
29.184,90.939
29.192,91.917
29.2,92.308
29.208,92.503
29.216,92.308
29.224,91.917
29.232,91.33
29.24,90.743
29.248,90.157
29.256,89.374
29.264,88.592
29.272,87.614
29.28,86.636
29.288,85.658
29.296,84.485
29.304,83.312
29.312,82.334
29.32,81.356
29.328,80.574
29.336,79.791
29.344,79.009
29.352,78.422
29.36,77.836
29.368,77.249
29.376,76.662
29.384,76.271
29.392,75.88
29.4,75.489
29.408,75.293
29.416,75.098
29.424,74.902
29.432,74.707
29.44,74.707
29.448,74.316
29.456,74.12
29.464,73.533
29.472,73.142
29.48,72.751
29.488,72.555
29.496,72.164
29.504,71.969
29.512,71.578
29.52,70.991
29.528,70.404
29.536,69.818
29.544,69.426
29.552,69.426
29.56,70.6
29.568,74.12
29.576,80.378
29.584,90.352
29.592,103.65
29.6,119.69
29.608,136.31
29.616,151.76
29.624,163.89
29.632,171.12
29.64,172.88
29.648,169.95
29.656,163.89
29.664,156.65
29.672,149.8
29.68,144.33
29.688,140.81
29.696,138.85
29.704,138.07
29.712,138.07
29.72,138.07
29.728,137.87
29.736,137.29
29.744,136.51
29.752,135.53
29.76,134.75
29.768,134.16
29.776,133.77
29.784,133.38
29.792,132.99
29.8,132.4
29.808,131.23
29.816,129.66
29.824,127.51
29.832,124.97
29.84,121.84
29.848,118.51
29.856,114.6
29.864,110.3
29.872,105.41
29.88,100.52
29.888,95.828
29.896,91.721
29.904,88.396
29.912,86.245
29.92,85.463
29.928,85.658
29.936,86.636
29.944,88.005
29.952,89.57
29.96,91.134
29.968,92.112
29.976,92.503
29.984,92.699
29.992,92.308
30,91.917
30.008,91.134
30.016,90.352
30.024,89.765
30.032,88.983
30.04,88.201
30.048,87.223
30.056,86.245
30.064,85.267
30.072,84.094
30.08,82.921
30.088,81.943
30.096,80.965
30.104,79.987
30.112,79.205
30.12,78.618
30.128,77.836
30.136,77.249
30.144,76.662
30.152,76.076
30.16,75.685
30.168,75.098
30.176,74.707
30.184,74.511
30.192,74.12
30.2,73.924
30.208,73.533
30.216,73.533
30.224,73.142
30.232,72.947
30.24,72.555
30.248,72.164
30.256,71.969
30.264,71.578
30.272,71.382
30.28,71.186
30.288,70.991
30.296,70.6
30.304,70.404
30.312,70.013
30.32,69.622
30.328,69.622
30.336,70.6
30.344,73.533
30.352,79.205
30.36,88.201
30.368,100.72
30.376,115.97
30.384,132.2
30.392,147.65
30.4,159.97
30.408,167.8
30.416,170.73
30.424,168.77
30.432,163.69
30.44,157.04
30.448,150.39
30.456,144.72
30.464,140.61
30.472,138.07
30.48,136.7
30.488,135.92
30.496,135.53
30.504,134.94
30.512,134.35
30.52,133.57
30.528,132.99
30.536,132.59
30.544,132.2
30.552,132.4
30.56,132.4
30.568,132.59
30.576,132.2
30.584,131.62
30.592,130.05
30.6,128.29
30.608,125.75
30.616,122.62
30.624,119.1
30.632,115.19
30.64,110.69
30.648,105.8
30.656,100.72
30.664,95.828
30.672,91.525
30.68,88.201
30.688,85.854
30.696,84.876
30.704,84.876
30.712,85.658
30.72,87.027
30.728,88.592
30.736,89.765
30.744,90.939
30.752,91.525
30.76,91.721
30.768,91.525
30.776,91.134
30.784,90.743
30.792,90.157
30.8,89.57
30.808,88.983
30.816,88.201
30.824,87.419
30.832,86.441
30.84,85.463
30.848,84.289
30.856,83.116
30.864,81.943
30.872,80.965
30.88,79.987
30.888,79.205
30.896,78.422
30.904,77.64
30.912,77.054
30.92,76.467
30.928,75.88
30.936,75.293
30.944,74.902
30.952,74.511
30.96,74.12
30.968,73.729
30.976,73.533
30.984,73.338
30.992,72.947
31,72.751
31.008,72.36
31.016,71.969
31.024,71.773
31.032,71.382
31.04,71.186
31.048,70.991
31.056,70.795
31.064,70.6
31.072,70.404
31.08,70.209
31.088,69.818
31.096,69.426
31.104,69.426
31.112,70.404
31.12,73.142
31.128,78.422
31.136,87.419
31.144,99.544
31.152,114.6
31.16,130.64
31.168,145.89
31.176,158.41
31.184,166.62
31.192,169.95
31.2,168.58
31.208,163.89
31.216,157.63
31.224,150.98
31.232,145.5
31.24,141.4
31.248,139.05
31.256,137.68
31.264,136.9
31.272,136.31
31.28,135.92
31.288,135.14
31.296,134.35
31.304,133.38
31.312,132.79
31.32,132.4
31.328,132.4
31.336,132.4
31.344,132.4
31.352,132.01
31.36,131.23
31.368,129.86
31.376,127.9
31.384,125.36
31.392,122.23
31.4,118.71
31.408,114.8
31.416,110.3
31.424,105.41
31.432,100.33
31.44,95.632
31.448,91.33
31.456,87.81
31.464,85.658
31.472,84.485
31.48,84.485
31.488,85.463
31.496,86.832
31.504,88.396
31.512,89.765
31.52,90.939
31.528,91.525
31.536,91.917
31.544,91.721
31.552,91.33
31.56,90.939
31.568,90.352
31.576,89.765
31.584,89.179
31.592,88.396
31.6,87.419
31.608,86.636
31.616,85.463
31.624,84.289
31.632,83.116
31.64,81.943
31.648,80.965
31.656,79.987
31.664,79.009
31.672,78.227
31.68,77.64
31.688,77.054
31.696,76.467
31.704,76.076
31.712,75.489
31.72,75.098
31.728,74.707
31.736,74.316
31.744,73.924
31.752,73.729
31.76,73.533
31.768,73.338
31.776,72.947
31.784,72.555
31.792,72.164
31.8,71.969
31.808,71.578
31.816,71.186
31.824,70.991
31.832,70.991
31.84,70.795
31.848,70.6
31.856,70.404
31.864,70.013
31.872,69.818
31.88,69.818
31.888,70.795
31.896,73.533
31.904,79.205
31.912,88.396
31.92,101.11
31.928,116.56
31.936,133.18
31.944,148.44
31.952,160.95
31.96,168.77
31.968,171.32
31.976,169.36
31.984,164.08
31.992,157.43
32,150.59
32.008,145.11
32.016,141.2
32.024,139.05
32.032,137.87
32.04,137.48
32.048,137.09
32.056,136.7
32.064,135.92
32.072,135.14
32.08,134.16
32.088,133.38
32.096,132.99
32.104,132.79
32.112,132.79
32.12,132.59
32.128,132.2
32.136,131.23
32.144,129.66
32.152,127.51
32.16,124.97
32.168,121.84
32.176,118.32
32.184,114.6
32.192,110.1
32.2,105.61
32.208,100.91
32.216,96.415
32.224,92.308
32.232,89.179
32.24,87.419
32.248,86.441
32.256,86.441
32.264,87.419
32.272,88.592
32.28,89.961
32.288,91.134
32.296,92.112
32.304,92.699
32.312,92.699
32.32,92.503
32.328,91.917
32.336,91.525
32.344,90.743
32.352,90.157
32.36,89.374
32.368,88.592
32.376,87.614
32.384,86.636
32.392,85.658
32.4,84.485
32.408,83.507
32.416,82.529
32.424,81.552
32.432,80.769
32.44,79.987
32.448,79.4
32.456,78.618
32.464,77.836
32.472,77.054
32.48,76.662
32.488,76.076
32.496,75.685
32.504,75.293
32.512,74.902
32.52,74.707
32.528,74.316
32.536,73.924
32.544,73.729
32.552,73.533
32.56,73.338
32.568,73.142
32.576,72.947
32.584,72.555
32.592,72.164
32.6,71.773
32.608,71.578
32.616,71.186
32.624,70.6
32.632,70.404
32.64,70.013
32.648,69.622
32.656,69.818
32.664,70.795
32.672,73.729
32.68,79.4
32.688,88.592
32.696,101.3
32.704,116.75
32.712,133.38
32.72,149.02
32.728,161.93
32.736,169.75
32.744,172.49
32.752,170.34
32.76,165.06
32.768,158.02
32.776,151.17
32.784,145.5
32.792,141.59
32.8,139.44
32.808,138.46
32.816,138.07
32.824,137.87
32.832,137.48
32.84,136.9
32.848,135.92
32.856,134.75
32.864,133.96
32.872,133.18
32.88,132.99
32.888,132.79
32.896,132.59
32.904,132.4
32.912,131.62
32.92,130.44
32.928,128.68
32.936,126.34
32.944,123.4
32.952,119.88
32.96,115.97
32.968,111.47
32.976,106.39
32.984,101.3
32.992,96.415
33,91.917
33.008,88.396
33.016,85.854
33.024,84.681
33.032,84.681
33.04,85.463
33.048,86.832
33.056,88.396
33.064,89.765
33.072,90.939
33.08,91.525
33.088,91.917
33.096,91.721
33.104,91.525
33.112,90.939
33.12,90.352
33.128,89.765
33.136,88.983
33.144,88.396
33.152,87.419
33.16,86.636
33.168,85.658
33.176,84.681
33.184,83.507
33.192,82.529
33.2,81.552
33.208,80.574
33.216,79.596
33.224,78.814
33.232,78.031
33.24,77.445
33.248,76.858
33.256,76.271
33.264,75.685
33.272,75.098
33.28,74.707
33.288,74.316
33.296,73.924
33.304,73.533
33.312,73.533
33.32,73.338
33.328,73.142
33.336,72.751
33.344,72.36
33.352,72.164
33.36,71.773
33.368,71.382
33.376,71.186
33.384,70.991
33.392,70.795
33.4,70.6
33.408,70.209
33.416,70.013
33.424,69.426
33.432,69.426
33.44,69.818
33.448,71.773
33.456,76.076
33.464,83.703
33.472,94.85
33.48,109.13
33.488,125.16
33.496,141.2
33.504,154.89
33.512,164.67
33.52,169.56
33.528,169.56
33.536,165.65
33.544,159.58
33.552,152.74
33.56,146.87
33.568,142.18
33.576,139.24
33.584,137.68
33.592,136.9
33.6,136.51
33.608,136.31
33.616,135.72
33.624,135.14
33.632,134.35
33.64,133.57
33.648,132.99
33.656,132.59
33.664,132.2
33.672,131.81
33.68,131.42
33.688,130.44
33.696,129.27
33.704,127.51
33.712,125.36
33.72,122.62
33.728,119.49
33.736,115.97
33.744,111.86
33.752,107.37
33.76,102.67
33.768,97.784
33.776,93.286
33.784,89.57
33.792,86.832
33.8,85.463
33.808,85.072
33.816,85.658
33.824,87.027
33.832,88.592
33.84,89.961
33.848,91.134
33.856,91.721
33.864,91.917
33.872,91.917
33.88,91.525
33.888,90.939
33.896,90.352
33.904,89.765
33.912,88.983
33.92,88.396
33.928,87.419
33.936,86.636
33.944,85.463
33.952,84.289
33.96,83.116
33.968,81.943
33.976,80.965
33.984,79.987
33.992,79.009
34,78.227
34.008,77.64
34.016,76.858
34.024,76.467
34.032,75.88
34.04,75.293
34.048,74.902
34.056,74.511
34.064,74.12
34.072,73.729
34.08,73.533
34.088,73.338
34.096,72.947
34.104,72.751
34.112,72.555
34.12,72.164
34.128,71.773
34.136,71.382
34.144,71.186
34.152,70.991
34.16,70.795
34.168,70.6
34.176,70.404
34.184,70.209
34.192,69.818
34.2,69.426
34.208,69.035
34.216,69.035
34.224,70.013
34.232,72.751
34.24,78.227
34.248,87.223
34.256,99.544
34.264,114.41
34.272,130.44
34.28,145.7
34.288,158.02
34.296,166.04
34.304,169.17
34.312,167.8
34.32,163.1
34.328,156.65
34.336,150
34.344,144.52
34.352,140.61
34.36,138.07
34.368,136.9
34.376,136.51
34.384,136.31
34.392,136.11
34.4,135.53
34.408,134.94
34.416,134.16
34.424,133.38
34.432,132.79
34.44,132.4
34.448,132.01
34.456,131.62
34.464,130.83
34.472,129.86
34.48,128.49
34.488,126.34
34.496,123.99
34.504,121.06
34.512,117.93
34.52,114.02
34.528,109.91
34.536,105.22
34.544,100.33
34.552,95.632
34.56,91.525
34.568,88.201
34.576,86.05
34.584,85.072
34.592,85.072
34.6,85.854
34.608,87.223
34.616,88.592
34.624,89.765
34.632,90.548
34.64,91.134
34.648,91.33
34.656,91.134
34.664,90.743
34.672,90.352
34.68,89.961
34.688,89.57
34.696,88.983
34.704,88.201
34.712,87.419
34.72,86.441
34.728,85.463
34.736,84.289
34.744,82.921
34.752,81.747
34.76,80.769
34.768,79.791
34.776,78.814
34.784,78.031
34.792,77.249
34.8,76.662
34.808,76.076
34.816,75.489
34.824,74.902
34.832,74.511
34.84,74.12
34.848,73.729
34.856,73.533
34.864,73.338
34.872,73.142
34.88,72.947
34.888,72.751
34.896,72.555
34.904,72.164
34.912,71.969
34.92,71.578
34.928,71.186
34.936,70.991
34.944,70.991
34.952,70.795
34.96,70.6
34.968,70.404
34.976,70.209
34.984,69.818
34.992,69.426
35,69.622
35.008,70.991
35.016,74.316
35.024,80.769
35.032,90.743
35.04,104.24
35.048,120.08
35.056,136.7
35.064,151.56
35.072,163.1
35.08,169.56
35.088,170.93
35.096,167.99
35.104,162.13
35.112,155.28
35.12,148.63
35.128,143.55
35.136,139.83
35.144,137.87
35.152,136.9
35.16,136.51
35.168,136.31
35.176,135.92
35.184,135.33
35.192,134.55
35.2,133.77
35.208,132.99
35.216,132.4
35.224,132.2
35.232,132.01
35.24,131.62
35.248,131.23
35.256,130.25
35.264,128.88
35.272,126.92
35.28,124.38
35.288,121.25
35.296,117.54
35.304,113.43
35.312,108.74
35.32,103.85
35.328,98.761
35.336,94.263
35.344,90.352
35.352,87.419
35.36,85.658
35.368,85.072
35.376,85.658
35.384,86.832
35.392,88.396
35.4,89.961
35.408,91.33
35.416,92.308
35.424,92.894
35.432,93.09
35.44,92.894
35.448,92.308
35.456,91.525
35.464,90.743
35.472,89.765
35.48,88.983
35.488,88.005
35.496,87.027
35.504,85.854
35.512,84.485
35.52,83.312
35.528,81.943
35.536,80.769
35.544,79.791
35.552,78.814
35.56,78.227
35.568,77.64
35.576,77.249
35.584,76.662
35.592,76.271
35.6,75.685
35.608,75.293
35.616,74.902
35.624,74.511
35.632,74.316
35.64,74.12
35.648,73.924
35.656,73.729
35.664,73.533
35.672,73.533
35.68,73.142
35.688,72.751
35.696,72.36
35.704,71.969
35.712,71.578
35.72,71.186
35.728,70.795
35.736,70.6
35.744,70.209
35.752,69.818
35.76,69.426
35.768,69.035
35.776,69.035
35.784,69.818
35.792,72.164
35.8,77.249
35.808,85.658
35.816,97.784
35.824,112.84
35.832,129.27
35.84,145.31
35.848,158.8
35.856,167.8
35.864,171.51
35.872,170.34
35.88,165.25
35.888,158.41
35.896,151.37
35.904,145.31
35.912,141
35.92,138.46
35.928,137.29
35.936,137.09
35.944,137.09
35.952,136.9
35.96,136.31
35.968,135.53
35.976,134.55
35.984,133.57
35.992,132.79
36,132.2
36.008,131.81
36.016,131.42
36.024,131.03
36.032,130.25
36.04,128.88
36.048,127.31
36.056,124.97
36.064,122.23
36.072,119.1
36.08,115.19
36.088,110.89
36.096,106.19
36.104,101.11
36.112,96.219
36.12,91.721
36.128,88.201
36.136,85.658
36.144,84.289
36.152,84.289
36.16,84.876
36.168,86.245
36.176,87.81
36.184,89.179
36.192,90.352
36.2,91.134
36.208,91.525
36.216,91.525
36.224,91.134
36.232,90.548
36.24,90.157
36.248,89.374
36.256,88.788
36.264,88.005
36.272,87.223
36.28,86.245
36.288,85.267
36.296,84.094
36.304,82.921
36.312,81.943
36.32,80.965
36.328,79.791
36.336,79.009
36.344,78.227
36.352,77.445
36.36,76.858
36.368,76.271
36.376,75.685
36.384,75.098
36.392,74.511
36.4,74.12
36.408,73.729
36.416,73.338
36.424,73.142
36.432,72.947
36.44,72.751
36.448,72.555
36.456,72.164
36.464,71.969
36.472,71.578
36.48,71.382
36.488,70.991
36.496,70.795
36.504,70.6
36.512,70.404
36.52,70.209
36.528,69.818
36.536,69.622
36.544,69.035
36.552,68.84
36.56,68.84
36.568,69.622
36.576,72.164
36.584,77.445
36.592,86.05
36.6,97.979
36.608,112.84
36.616,128.88
36.624,144.33
36.632,157.04
36.64,165.45
36.648,168.77
36.656,167.6
36.664,163.1
36.672,156.84
36.68,150.2
36.688,144.52
36.696,140.42
36.704,137.68
36.712,136.31
36.72,135.72
36.728,135.33
36.736,134.75
36.744,134.16
36.752,133.18
36.76,132.2
36.768,131.23
36.776,130.64
36.784,130.25
36.792,130.05
36.8,130.05
36.808,129.66
36.816,128.88
36.824,127.71
36.832,125.95
36.84,123.79
36.848,120.86
36.856,117.54
36.864,113.82
36.872,109.52
36.88,104.63
36.888,99.739
36.896,95.046
36.904,90.743
36.912,87.419
36.92,85.267
36.928,84.094
36.936,84.094
36.944,84.876
36.952,86.245
36.96,87.614
36.968,88.983
36.976,89.961
36.984,90.548
36.992,90.939
37,90.743
37.008,90.548
37.016,90.157
37.024,89.57
37.032,88.983
37.04,88.201
37.048,87.419
37.056,86.636
37.064,85.658
37.072,84.485
37.08,83.312
37.088,82.334
37.096,81.16
37.104,80.183
37.112,79.205
37.12,78.422
37.128,77.64
37.136,76.858
37.144,76.271
37.152,75.685
37.16,75.098
37.168,74.707
37.176,74.12
37.184,73.729
37.192,73.533
37.2,73.142
37.208,72.751
37.216,72.555
37.224,72.36
37.232,72.164
37.24,71.773
37.248,71.382
37.256,71.186
37.264,70.795
37.272,70.6
37.28,70.404
37.288,70.209
37.296,70.013
37.304,69.818
37.312,69.622
37.32,69.231
37.328,68.84
37.336,68.449
37.344,68.644
37.352,70.013
37.36,73.533
37.368,79.987
37.376,89.765
37.384,102.87
37.392,118.12
37.4,134.16
37.408,148.44
37.416,159.58
37.424,166.23
37.432,167.8
37.44,165.25
37.448,159.97
37.456,153.52
37.464,147.46
37.472,142.57
37.48,139.24
37.488,137.29
37.496,136.11
37.504,135.72
37.512,135.14
37.52,134.75
37.528,133.96
37.536,133.18
37.544,132.4
37.552,131.62
37.56,131.03
37.568,130.44
37.576,130.05
37.584,129.66
37.592,128.88
37.6,127.71
37.608,125.95
37.616,123.99
37.624,121.45
37.632,118.51
37.64,115.19
37.648,111.47
37.656,107.17
37.664,102.48
37.672,97.588
37.68,93.09
37.688,89.179
37.696,86.441
37.704,84.681
37.712,84.094
37.72,84.485
37.728,85.463
37.736,86.832
37.744,88.201
37.752,89.374
37.76,90.352
37.768,90.548
37.776,90.743
37.784,90.352
37.792,90.157
37.8,89.57
37.808,88.983
37.816,88.396
37.824,87.81
37.832,87.027
37.84,86.245
37.848,85.267
37.856,84.094
37.864,82.921
37.872,81.747
37.88,80.769
37.888,79.791
37.896,78.814
37.904,78.031
37.912,77.249
37.92,76.467
37.928,75.88
37.936,75.293
37.944,74.902
37.952,74.316
37.96,73.924
37.968,73.533
37.976,73.338
37.984,73.142
37.992,72.947
38,72.751
38.008,72.555
38.016,72.36
38.024,72.164
38.032,71.969
38.04,71.578
38.048,71.382
38.056,71.186
38.064,70.991
38.072,70.6
38.08,70.6
38.088,70.209
38.096,69.818
38.104,69.426
38.112,69.035
38.12,68.84
38.128,69.035
38.136,70.795
38.144,75.098
38.152,82.334
38.16,93.481
38.168,107.76
38.176,123.99
38.184,140.61
38.192,154.89
38.2,165.25
38.208,170.34
38.216,170.34
38.224,166.23
38.232,159.78
38.24,152.74
38.248,146.28
38.256,141.4
38.264,138.27
38.272,136.51
38.28,135.92
38.288,135.53
38.296,135.33
38.304,134.75
38.312,134.16
38.32,133.38
38.328,132.59
38.336,132.01
38.344,131.62
38.352,131.23
38.36,131.03
38.368,130.64
38.376,129.86
38.384,128.68
38.392,127.12
38.4,124.97
38.408,122.43
38.416,119.3
38.424,115.58
38.432,111.47
38.44,106.98
38.448,102.09
38.456,97.001
38.464,92.503
38.472,88.788
38.48,86.05
38.488,84.681
38.496,84.485
38.504,85.072
38.512,86.245
38.52,87.614
38.528,88.788
38.536,89.765
38.544,90.352
38.552,90.743
38.56,90.743
38.568,90.548
38.576,90.157
38.584,89.765
38.592,89.179
38.6,88.592
38.608,87.614
38.616,86.832
38.624,85.854
38.632,84.681
38.64,83.507
38.648,82.529
38.656,81.356
38.664,80.378
38.672,79.596
38.68,78.618
38.688,78.031
38.696,77.445
38.704,76.662
38.712,76.271
38.72,75.685
38.728,75.293
38.736,74.707
38.744,74.316
38.752,73.924
38.76,73.533
38.768,73.338
38.776,73.142
38.784,72.947
38.792,72.751
38.8,72.36
38.808,72.164
38.816,71.773
38.824,71.382
38.832,70.991
38.84,70.795
38.848,70.404
38.856,70.209
38.864,69.818
38.872,69.622
38.88,69.035
38.888,68.84
38.896,68.449
38.904,68.84
38.912,70.209
38.92,73.729
38.928,80.378
38.936,90.352
38.944,103.85
38.952,119.69
38.96,136.11
38.968,150.98
38.976,162.52
38.984,168.97
38.992,170.34
39,167.41
39.008,161.54
39.016,154.5
39.024,147.85
39.032,142.37
39.04,138.66
39.048,136.51
39.056,135.33
39.064,134.75
39.072,134.16
39.08,133.57
39.088,132.99
39.096,132.2
39.104,131.62
39.112,131.03
39.12,130.83
39.128,130.64
39.136,130.44
39.144,130.25
39.152,129.47
39.16,128.29
39.168,126.73
39.176,124.38
39.184,121.84
39.192,118.9
39.2,115.38
39.208,111.47
39.216,107.17
39.224,102.48
39.232,97.784
39.24,93.286
39.248,89.374
39.256,86.636
39.264,84.876
39.272,84.289
39.28,84.485
39.288,85.463
39.296,86.832
39.304,88.201
39.312,89.179
39.32,90.157
39.328,90.548
39.336,90.743
39.344,90.352
39.352,90.157
39.36,89.57
39.368,88.983
39.376,88.396
39.384,87.614
39.392,86.832
39.4,85.854
39.408,84.876
39.416,83.898
39.424,82.725
39.432,81.552
39.44,80.574
39.448,79.596
39.456,78.814
39.464,78.031
39.472,77.249
39.48,76.662
39.488,75.88
39.496,75.293
39.504,74.902
39.512,74.316
39.52,73.729
39.528,73.533
39.536,73.142
39.544,72.751
39.552,72.555
39.56,72.36
39.568,72.164
39.576,71.969
39.584,71.578
39.592,71.186
39.6,70.795
39.608,70.6
39.616,70.209
39.624,70.013
39.632,69.818
39.64,69.622
39.648,69.426
39.656,69.231
39.664,68.84
39.672,68.449
39.68,68.253
39.688,68.644
39.696,70.404
39.704,74.511
39.712,81.747
39.72,92.308
39.728,106.19
39.736,121.84
39.744,137.48
39.752,151.56
39.76,161.73
39.768,167.01
39.776,167.8
39.784,164.28
39.792,158.61
39.8,151.96
39.808,145.89
39.816,141
39.824,137.87
39.832,135.92
39.84,134.94
39.848,134.35
39.856,133.96
39.864,133.38
39.872,132.59
39.88,131.81
39.888,131.03
39.896,130.25
39.904,130.05
39.912,129.66
39.92,129.27
39.928,128.88
39.936,128.29
39.944,127.12
39.952,125.55
39.96,123.4
39.968,120.86
39.976,117.73
39.984,114.21
39.992,110.1
40,105.61
40.008,100.91
40.016,96.219
40.024,91.917
40.032,88.396
40.04,85.854
40.048,84.485
40.056,84.289
40.064,84.681
40.072,85.658
40.08,87.027
40.088,88.201
40.096,89.179
40.104,89.961
40.112,90.157
40.12,90.157
40.128,89.765
40.136,89.374
40.144,88.983
40.152,88.592
40.16,88.005
40.168,87.419
40.176,86.636
40.184,85.658
40.192,84.681
40.2,83.703
40.208,82.529
40.216,81.552
40.224,80.378
40.232,79.596
40.24,78.618
40.248,77.836
40.256,77.054
40.264,76.271
40.272,75.685
40.28,75.098
40.288,74.511
40.296,73.924
40.304,73.533
40.312,73.142
40.32,72.947
40.328,72.555
40.336,72.36
40.344,72.164
40.352,71.969
40.36,71.578
40.368,71.186
40.376,70.991
40.384,70.6
40.392,70.404
40.4,70.209
40.408,70.013
40.416,69.818
40.424,69.622
40.432,69.426
40.44,69.035
40.448,68.644
40.456,68.253
40.464,68.253
40.472,68.84
40.48,71.186
40.488,76.271
40.496,84.681
40.504,96.61
40.512,111.08
40.52,127.12
40.528,142.37
40.536,155.08
40.544,163.49
40.552,167.21
40.56,166.23
40.568,161.93
40.576,155.87
40.584,149.61
40.592,144.13
40.6,140.03
40.608,137.48
40.616,135.92
40.624,134.94
40.632,134.35
40.64,133.57
40.648,132.79
40.656,132.01
40.664,131.23
40.672,130.64
40.68,130.44
40.688,130.25
40.696,130.25
40.704,130.05
40.712,129.47
40.72,128.49
40.728,127.12
40.736,124.97
40.744,122.62
40.752,119.69
40.76,116.56
40.768,112.84
40.776,108.54
40.784,104.04
40.792,99.153
40.8,94.263
40.808,90.157
40.816,86.636
40.824,84.485
40.832,83.507
40.84,83.507
40.848,84.485
40.856,86.05
40.864,87.614
40.872,89.179
40.88,90.352
40.888,91.134
40.896,91.33
40.904,91.134
40.912,90.548
40.92,89.961
40.928,89.179
40.936,88.592
40.944,87.81
40.952,87.027
40.96,86.05
40.968,85.072
40.976,84.094
40.984,83.116
40.992,81.943
41,80.965
41.008,79.987
41.016,79.009
41.024,78.227
41.032,77.445
41.04,76.858
41.048,76.271
41.056,75.489
41.064,75.098
41.072,74.511
41.08,74.12
41.088,73.924
41.096,73.533
41.104,73.338
41.112,73.142
41.12,73.142
41.128,72.947
41.136,72.751
41.144,72.555
41.152,72.164
41.16,71.969
41.168,71.578
41.176,71.382
41.184,70.991
41.192,70.795
41.2,70.6
41.208,70.404
41.216,70.013
41.224,69.622
41.232,69.231
41.24,69.035
41.248,69.231
41.256,70.6
41.264,74.511
41.272,81.356
41.28,91.917
41.288,106
41.296,122.23
41.304,138.85
41.312,153.72
41.32,164.67
41.328,170.73
41.336,171.32
41.344,167.6
41.352,161.15
41.36,153.72
41.368,147.07
41.376,141.98
41.384,138.46
41.392,136.7
41.4,135.92
41.408,135.53
41.416,135.33
41.424,134.75
41.432,133.96
41.44,133.18
41.448,132.2
41.456,131.23
41.464,130.44
41.472,130.05
41.48,129.86
41.488,129.27
41.496,128.68
41.504,127.51
41.512,125.95
41.52,123.99
41.528,121.45
41.536,118.51
41.544,114.99
41.552,111.28
41.56,107.17
41.568,102.48
41.576,97.979
41.584,93.481
41.592,89.765
41.6,87.027
41.608,85.267
41.616,84.485
41.624,84.876
41.632,86.05
41.64,87.419
41.648,88.983
41.656,90.157
